State,Inlet air - Std Ideal Liq Vol Flow,Inlet air - Pressure,Inlet air - Temperature,compressed air - Temperature,Nitrogen gas - Master Comp Mass Frac (Nitrogen)
Case 2,300,1,26,25,0
Case 3,300,1,27,25,0
Case 4,300,1,28,25,0
Case 5,300,1,29,25,0
Case 6,300,1,30,25,0
Case 7,300,1,31,25,0
Case 8,300,1,32,25,0
Case 9,300,1,33,25,0
Case 10,300,1,34,25,0
Case 11,300,1,35,25,0
Case 12,300,1,36,25,0
Case 13,300,1,37,25,0
Case 14,300,1,38,25,0
Case 15,300,1,39,25,0
Case 16,300,1,40,25,0
Case 17,300,1.1,25,25,0
Case 18,300,1.1,26,25,0
Case 19,300,1.1,27,25,0
Case 20,300,1.1,28,25,0
Case 21,300,1.1,29,25,0
Case 22,300,1.1,30,25,0
Case 23,300,1.1,31,25,0
Case 24,300,1.1,32,25,0
Case 25,300,1.1,33,25,0
Case 26,300,1.1,34,25,0
Case 27,300,1.1,35,25,0
Case 28,300,1.1,36,25,0
Case 29,300,1.1,37,25,0
Case 30,300,1.1,38,25,0
Case 31,300,1.1,39,25,0
Case 32,300,1.1,40,25,0
Case 33,300,1.2,25,25,0
Case 34,300,1.2,26,25,0
Case 35,300,1.2,27,25,0
Case 36,300,1.2,28,25,0
Case 37,300,1.2,29,25,0
Case 38,300,1.2,30,25,0
Case 39,300,1.2,31,25,0
Case 40,300,1.2,32,25,0
Case 41,300,1.2,33,25,0
Case 42,300,1.2,34,25,0
Case 43,300,1.2,35,25,0
Case 44,300,1.2,36,25,0
Case 45,300,1.2,37,25,0
Case 46,300,1.2,38,25,0
Case 47,300,1.2,39,25,0
Case 48,300,1.2,40,25,0
Case 49,300,1.3,25,25,0
Case 50,300,1.3,26,25,0
Case 51,300,1.3,27,25,0
Case 52,300,1.3,28,25,0
Case 53,300,1.3,29,25,0
Case 54,300,1.3,30,25,0
Case 55,300,1.3,31,25,0
Case 56,300,1.3,32,25,0
Case 57,300,1.3,33,25,0
Case 58,300,1.3,34,25,0
Case 59,300,1.3,35,25,0
Case 60,300,1.3,36,25,0
Case 61,300,1.3,37,25,0
Case 62,300,1.3,38,25,0
Case 63,300,1.3,39,25,0
Case 64,300,1.3,40,25,0
Case 65,300,1.4,25,25,0
Case 66,300,1.4,26,25,0
Case 67,300,1.4,27,25,0
Case 68,300,1.4,28,25,0
Case 69,300,1.4,29,25,0
Case 70,300,1.4,30,25,0
Case 71,300,1.4,31,25,0
Case 72,300,1.4,32,25,0
Case 73,300,1.4,33,25,0
Case 74,300,1.4,34,25,0
Case 75,300,1.4,35,25,0
Case 76,300,1.4,36,25,0
Case 77,300,1.4,37,25,0
Case 78,300,1.4,38,25,0
Case 79,300,1.4,39,25,0
Case 80,300,1.4,40,25,0
Case 81,300,1.5,25,25,0
Case 82,300,1.5,26,25,0
Case 83,300,1.5,27,25,0
Case 84,300,1.5,28,25,0
Case 85,300,1.5,29,25,0
Case 86,300,1.5,30,25,0
Case 87,300,1.5,31,25,0
Case 88,300,1.5,32,25,0
Case 89,300,1.5,33,25,0
Case 90,300,1.5,34,25,0
Case 91,300,1.5,35,25,0
Case 92,300,1.5,36,25,0
Case 93,300,1.5,37,25,0
Case 94,300,1.5,38,25,0
Case 95,300,1.5,39,25,0
Case 96,300,1.5,40,25,0
Case 97,310,1,25,25,0.9946
Case 99,310,1,27,25,0
Case 100,310,1,28,25,0
Case 101,310,1,29,25,0
Case 102,310,1,30,25,0
Case 103,310,1,31,25,0
Case 104,310,1,32,25,0
Case 105,310,1,33,25,0
Case 106,310,1,34,25,0
Case 107,310,1,35,25,0
Case 108,310,1,36,25,0
Case 109,310,1,37,25,0
Case 110,310,1,38,25,0
Case 111,310,1,39,25,0
Case 112,310,1,40,25,0
Case 113,310,1.1,25,25,0.9946
Case 115,310,1.1,27,25,0
Case 116,310,1.1,28,25,0
Case 117,310,1.1,29,25,0
Case 118,310,1.1,30,25,0
Case 119,310,1.1,31,25,0
Case 120,310,1.1,32,25,0
Case 121,310,1.1,33,25,0
Case 122,310,1.1,34,25,0
Case 123,310,1.1,35,25,0
Case 124,310,1.1,36,25,0
Case 125,310,1.1,37,25,0
Case 126,310,1.1,38,25,0
Case 127,310,1.1,39,25,0
Case 128,310,1.1,40,25,0
Case 129,310,1.2,25,25,0.9946
Case 131,310,1.2,27,25,0
Case 132,310,1.2,28,25,0
Case 133,310,1.2,29,25,0
Case 134,310,1.2,30,25,0
Case 135,310,1.2,31,25,0
Case 136,310,1.2,32,25,0
Case 137,310,1.2,33,25,0
Case 138,310,1.2,34,25,0
Case 139,310,1.2,35,25,0
Case 140,310,1.2,36,25,0
Case 141,310,1.2,37,25,0
Case 142,310,1.2,38,25,0
Case 143,310,1.2,39,25,0
Case 144,310,1.2,40,25,0
Case 145,310,1.3,25,25,0.9946
Case 147,310,1.3,27,25,0
Case 148,310,1.3,28,25,0
Case 149,310,1.3,29,25,0
Case 150,310,1.3,30,25,0
Case 151,310,1.3,31,25,0
Case 152,310,1.3,32,25,0
Case 153,310,1.3,33,25,0
Case 154,310,1.3,34,25,0
Case 155,310,1.3,35,25,0
Case 156,310,1.3,36,25,0
Case 157,310,1.3,37,25,0
Case 158,310,1.3,38,25,0
Case 159,310,1.3,39,25,0
Case 160,310,1.3,40,25,0
Case 161,310,1.4,25,25,0.9946
Case 163,310,1.4,27,25,0
Case 164,310,1.4,28,25,0
Case 165,310,1.4,29,25,0
Case 166,310,1.4,30,25,0
Case 167,310,1.4,31,25,0
Case 168,310,1.4,32,25,0
Case 169,310,1.4,33,25,0
Case 170,310,1.4,34,25,0
Case 171,310,1.4,35,25,0
Case 172,310,1.4,36,25,0
Case 173,310,1.4,37,25,0
Case 174,310,1.4,38,25,0
Case 175,310,1.4,39,25,0
Case 176,310,1.4,40,25,0
Case 177,310,1.5,25,25,0.9946
Case 179,310,1.5,27,25,0
Case 180,310,1.5,28,25,0
Case 181,310,1.5,29,25,0
Case 182,310,1.5,30,25,0
Case 183,310,1.5,31,25,0
Case 184,310,1.5,32,25,0
Case 185,310,1.5,33,25,0
Case 186,310,1.5,34,25,0
Case 187,310,1.5,35,25,0
Case 188,310,1.5,36,25,0
Case 189,310,1.5,37,25,0
Case 190,310,1.5,38,25,0
Case 191,310,1.5,39,25,0
Case 192,310,1.5,40,25,0
Case 193,320,1,25,25,0.9944
Case 195,320,1,27,25,0
Case 196,320,1,28,25,0
Case 197,320,1,29,25,0
Case 198,320,1,30,25,0
Case 199,320,1,31,25,0
Case 200,320,1,32,25,0
Case 201,320,1,33,25,0
Case 202,320,1,34,25,0
Case 203,320,1,35,25,0
Case 204,320,1,36,25,0
Case 205,320,1,37,25,0
Case 206,320,1,38,25,0
Case 207,320,1,39,25,0
Case 208,320,1,40,25,0
Case 209,320,1.1,25,25,0.9944
Case 211,320,1.1,27,25,0
Case 212,320,1.1,28,25,0
Case 213,320,1.1,29,25,0
Case 214,320,1.1,30,25,0
Case 215,320,1.1,31,25,0
Case 216,320,1.1,32,25,0
Case 217,320,1.1,33,25,0
Case 218,320,1.1,34,25,0
Case 219,320,1.1,35,25,0
Case 220,320,1.1,36,25,0
Case 221,320,1.1,37,25,0
Case 222,320,1.1,38,25,0
Case 223,320,1.1,39,25,0
Case 224,320,1.1,40,25,0
Case 225,320,1.2,25,25,0.9944
Case 227,320,1.2,27,25,0
Case 228,320,1.2,28,25,0
Case 229,320,1.2,29,25,0
Case 230,320,1.2,30,25,0
Case 231,320,1.2,31,25,0
Case 232,320,1.2,32,25,0
Case 233,320,1.2,33,25,0
Case 234,320,1.2,34,25,0
Case 235,320,1.2,35,25,0
Case 236,320,1.2,36,25,0
Case 237,320,1.2,37,25,0
Case 238,320,1.2,38,25,0
Case 239,320,1.2,39,25,0
Case 240,320,1.2,40,25,0
Case 241,320,1.3,25,25,0.9944
Case 243,320,1.3,27,25,0
Case 244,320,1.3,28,25,0
Case 245,320,1.3,29,25,0
Case 246,320,1.3,30,25,0
Case 247,320,1.3,31,25,0
Case 248,320,1.3,32,25,0
Case 249,320,1.3,33,25,0
Case 250,320,1.3,34,25,0
Case 251,320,1.3,35,25,0
Case 252,320,1.3,36,25,0
Case 253,320,1.3,37,25,0
Case 254,320,1.3,38,25,0
Case 255,320,1.3,39,25,0
Case 256,320,1.3,40,25,0
Case 257,320,1.4,25,25,0.9944
Case 259,320,1.4,27,25,0
Case 260,320,1.4,28,25,0
Case 261,320,1.4,29,25,0
Case 262,320,1.4,30,25,0
Case 263,320,1.4,31,25,0
Case 264,320,1.4,32,25,0
Case 265,320,1.4,33,25,0
Case 266,320,1.4,34,25,0
Case 267,320,1.4,35,25,0
Case 268,320,1.4,36,25,0
Case 269,320,1.4,37,25,0
Case 270,320,1.4,38,25,0
Case 271,320,1.4,39,25,0
Case 272,320,1.4,40,25,0
Case 273,320,1.5,25,25,0.9944
Case 275,320,1.5,27,25,0
Case 276,320,1.5,28,25,0
Case 277,320,1.5,29,25,0
Case 278,320,1.5,30,25,0
Case 279,320,1.5,31,25,0
Case 280,320,1.5,32,25,0
Case 281,320,1.5,33,25,0
Case 282,320,1.5,34,25,0
Case 283,320,1.5,35,25,0
Case 284,320,1.5,36,25,0
Case 285,320,1.5,37,25,0
Case 286,320,1.5,38,25,0
Case 287,320,1.5,39,25,0
Case 288,320,1.5,40,25,0
Case 289,330,1,25,25,0.9941
Case 291,330,1,27,25,0
Case 292,330,1,28,25,0
Case 293,330,1,29,25,0
Case 294,330,1,30,25,0
Case 295,330,1,31,25,0
Case 296,330,1,32,25,0
Case 297,330,1,33,25,0
Case 298,330,1,34,25,0
Case 299,330,1,35,25,0
Case 300,330,1,36,25,0
Case 301,330,1,37,25,0
Case 302,330,1,38,25,0
Case 303,330,1,39,25,0
Case 304,330,1,40,25,0
Case 305,330,1.1,25,25,0.9941
Case 307,330,1.1,27,25,0
Case 308,330,1.1,28,25,0
Case 309,330,1.1,29,25,0
Case 310,330,1.1,30,25,0
Case 311,330,1.1,31,25,0
Case 312,330,1.1,32,25,0
Case 313,330,1.1,33,25,0
Case 314,330,1.1,34,25,0
Case 315,330,1.1,35,25,0
Case 316,330,1.1,36,25,0
Case 317,330,1.1,37,25,0
Case 318,330,1.1,38,25,0
Case 319,330,1.1,39,25,0
Case 320,330,1.1,40,25,0
Case 321,330,1.2,25,25,0.9941
Case 323,330,1.2,27,25,0
Case 324,330,1.2,28,25,0
Case 325,330,1.2,29,25,0
Case 326,330,1.2,30,25,0
Case 327,330,1.2,31,25,0
Case 328,330,1.2,32,25,0
Case 329,330,1.2,33,25,0
Case 330,330,1.2,34,25,0
Case 331,330,1.2,35,25,0
Case 332,330,1.2,36,25,0
Case 333,330,1.2,37,25,0
Case 334,330,1.2,38,25,0
Case 335,330,1.2,39,25,0
Case 336,330,1.2,40,25,0
Case 337,330,1.3,25,25,0.9941
Case 339,330,1.3,27,25,0
Case 340,330,1.3,28,25,0
Case 341,330,1.3,29,25,0
Case 342,330,1.3,30,25,0
Case 343,330,1.3,31,25,0
Case 344,330,1.3,32,25,0
Case 345,330,1.3,33,25,0
Case 346,330,1.3,34,25,0
Case 347,330,1.3,35,25,0
Case 348,330,1.3,36,25,0
Case 349,330,1.3,37,25,0
Case 350,330,1.3,38,25,0
Case 351,330,1.3,39,25,0
Case 352,330,1.3,40,25,0
Case 353,330,1.4,25,25,0.9941
Case 355,330,1.4,27,25,0
Case 356,330,1.4,28,25,0
Case 357,330,1.4,29,25,0
Case 358,330,1.4,30,25,0
Case 359,330,1.4,31,25,0
Case 360,330,1.4,32,25,0
Case 361,330,1.4,33,25,0
Case 362,330,1.4,34,25,0
Case 363,330,1.4,35,25,0
Case 364,330,1.4,36,25,0
Case 365,330,1.4,37,25,0
Case 366,330,1.4,38,25,0
Case 367,330,1.4,39,25,0
Case 368,330,1.4,40,25,0
Case 369,330,1.5,25,25,0.9941
Case 371,330,1.5,27,25,0
Case 372,330,1.5,28,25,0
Case 373,330,1.5,29,25,0
Case 374,330,1.5,30,25,0
Case 375,330,1.5,31,25,0
Case 376,330,1.5,32,25,0
Case 377,330,1.5,33,25,0
Case 378,330,1.5,34,25,0
Case 379,330,1.5,35,25,0
Case 380,330,1.5,36,25,0
Case 381,330,1.5,37,25,0
Case 382,330,1.5,38,25,0
Case 383,330,1.5,39,25,0
Case 384,330,1.5,40,25,0
Case 385,340,1,25,25,0.9939
Case 387,340,1,27,25,0.9937
Case 389,340,1,29,25,0
Case 390,340,1,30,25,0
Case 391,340,1,31,25,0
Case 392,340,1,32,25,0
Case 393,340,1,33,25,0
Case 394,340,1,34,25,0
Case 395,340,1,35,25,0
Case 396,340,1,36,25,0
Case 397,340,1,37,25,0
Case 398,340,1,38,25,0
Case 399,340,1,39,25,0
Case 400,340,1,40,25,0
Case 401,340,1.1,25,25,0.9939
Case 403,340,1.1,27,25,0.9937
Case 405,340,1.1,29,25,0
Case 406,340,1.1,30,25,0
Case 407,340,1.1,31,25,0
Case 408,340,1.1,32,25,0
Case 409,340,1.1,33,25,0
Case 410,340,1.1,34,25,0
Case 411,340,1.1,35,25,0
Case 412,340,1.1,36,25,0
Case 413,340,1.1,37,25,0
Case 414,340,1.1,38,25,0
Case 415,340,1.1,39,25,0
Case 416,340,1.1,40,25,0
Case 417,340,1.2,25,25,0.9939
Case 419,340,1.2,27,25,0.9937
Case 421,340,1.2,29,25,0
Case 422,340,1.2,30,25,0
Case 423,340,1.2,31,25,0
Case 424,340,1.2,32,25,0
Case 425,340,1.2,33,25,0
Case 426,340,1.2,34,25,0
Case 427,340,1.2,35,25,0
Case 428,340,1.2,36,25,0
Case 429,340,1.2,37,25,0
Case 430,340,1.2,38,25,0
Case 431,340,1.2,39,25,0
Case 432,340,1.2,40,25,0
Case 433,340,1.3,25,25,0.9939
Case 435,340,1.3,27,25,0.9937
Case 437,340,1.3,29,25,0
Case 438,340,1.3,30,25,0
Case 439,340,1.3,31,25,0
Case 440,340,1.3,32,25,0
Case 441,340,1.3,33,25,0
Case 442,340,1.3,34,25,0
Case 443,340,1.3,35,25,0
Case 444,340,1.3,36,25,0
Case 445,340,1.3,37,25,0
Case 446,340,1.3,38,25,0
Case 447,340,1.3,39,25,0
Case 448,340,1.3,40,25,0
Case 449,340,1.4,25,25,0.9939
Case 451,340,1.4,27,25,0.9937
Case 453,340,1.4,29,25,0
Case 454,340,1.4,30,25,0
Case 455,340,1.4,31,25,0
Case 456,340,1.4,32,25,0
Case 457,340,1.4,33,25,0
Case 458,340,1.4,34,25,0
Case 459,340,1.4,35,25,0
Case 460,340,1.4,36,25,0
Case 461,340,1.4,37,25,0
Case 462,340,1.4,38,25,0
Case 463,340,1.4,39,25,0
Case 464,340,1.4,40,25,0
Case 465,340,1.5,25,25,0.9939
Case 467,340,1.5,27,25,0.9937
Case 469,340,1.5,29,25,0
Case 470,340,1.5,30,25,0
Case 471,340,1.5,31,25,0
Case 472,340,1.5,32,25,0
Case 473,340,1.5,33,25,0
Case 474,340,1.5,34,25,0
Case 475,340,1.5,35,25,0
Case 476,340,1.5,36,25,0
Case 477,340,1.5,37,25,0
Case 478,340,1.5,38,25,0
Case 479,340,1.5,39,25,0
Case 480,340,1.5,40,25,0
Case 481,350,1,25,25,0.9936
Case 483,350,1,27,25,0.9935
Case 485,350,1,29,25,0
Case 486,350,1,30,25,0
Case 487,350,1,31,25,0
Case 488,350,1,32,25,0
Case 489,350,1,33,25,0
Case 490,350,1,34,25,0
Case 491,350,1,35,25,0
Case 492,350,1,36,25,0
Case 493,350,1,37,25,0
Case 494,350,1,38,25,0
Case 495,350,1,39,25,0
Case 496,350,1,40,25,0
Case 497,350,1.1,25,25,0.9936
Case 499,350,1.1,27,25,0.9935
Case 501,350,1.1,29,25,0
Case 502,350,1.1,30,25,0
Case 503,350,1.1,31,25,0
Case 504,350,1.1,32,25,0
Case 505,350,1.1,33,25,0
Case 506,350,1.1,34,25,0
Case 507,350,1.1,35,25,0
Case 508,350,1.1,36,25,0
Case 509,350,1.1,37,25,0
Case 510,350,1.1,38,25,0
Case 511,350,1.1,39,25,0
Case 512,350,1.1,40,25,0
Case 513,350,1.2,25,25,0.9937
Case 515,350,1.2,27,25,0.9935
Case 517,350,1.2,29,25,0
Case 518,350,1.2,30,25,0
Case 519,350,1.2,31,25,0
Case 520,350,1.2,32,25,0
Case 521,350,1.2,33,25,0
Case 522,350,1.2,34,25,0
Case 523,350,1.2,35,25,0
Case 524,350,1.2,36,25,0
Case 525,350,1.2,37,25,0
Case 526,350,1.2,38,25,0
Case 527,350,1.2,39,25,0
Case 528,350,1.2,40,25,0
Case 529,350,1.3,25,25,0.9937
Case 531,350,1.3,27,25,0.9935
Case 533,350,1.3,29,25,0
Case 534,350,1.3,30,25,0
Case 535,350,1.3,31,25,0
Case 536,350,1.3,32,25,0
Case 537,350,1.3,33,25,0
Case 538,350,1.3,34,25,0
Case 539,350,1.3,35,25,0
Case 540,350,1.3,36,25,0
Case 541,350,1.3,37,25,0
Case 542,350,1.3,38,25,0
Case 543,350,1.3,39,25,0
Case 544,350,1.3,40,25,0
Case 545,350,1.4,25,25,0.9937
Case 547,350,1.4,27,25,0.9935
Case 549,350,1.4,29,25,0
Case 550,350,1.4,30,25,0
Case 551,350,1.4,31,25,0
Case 552,350,1.4,32,25,0
Case 553,350,1.4,33,25,0
Case 554,350,1.4,34,25,0
Case 555,350,1.4,35,25,0
Case 556,350,1.4,36,25,0
Case 557,350,1.4,37,25,0
Case 558,350,1.4,38,25,0
Case 559,350,1.4,39,25,0
Case 560,350,1.4,40,25,0
Case 561,350,1.5,25,25,0.9937
Case 563,350,1.5,27,25,0.9935
Case 565,350,1.5,29,25,0
Case 566,350,1.5,30,25,0
Case 567,350,1.5,31,25,0
Case 568,350,1.5,32,25,0
Case 569,350,1.5,33,25,0
Case 570,350,1.5,34,25,0
Case 571,350,1.5,35,25,0
Case 572,350,1.5,36,25,0
Case 573,350,1.5,37,25,0
Case 574,350,1.5,38,25,0
Case 575,350,1.5,39,25,0
Case 576,350,1.5,40,25,0
Case 577,360,1,25,25,0.9934
Case 579,360,1,27,25,0.9932
Case 580,360,1,28,25,0.9931
Case 582,360,1,30,25,0
Case 583,360,1,31,25,0
Case 584,360,1,32,25,0
Case 585,360,1,33,25,0
Case 586,360,1,34,25,0
Case 587,360,1,35,25,0
Case 588,360,1,36,25,0
Case 589,360,1,37,25,0
Case 590,360,1,38,25,0
Case 591,360,1,39,25,0
Case 592,360,1,40,25,0
Case 593,360,1.1,25,25,0.9934
Case 594,360,1.1,26,25,0.9933
Case 595,360,1.1,27,25,0.9932
Case 596,360,1.1,28,25,0.9931
Case 598,360,1.1,30,25,0
Case 599,360,1.1,31,25,0
Case 600,360,1.1,32,25,0
Case 601,360,1.1,33,25,0
Case 602,360,1.1,34,25,0
Case 603,360,1.1,35,25,0
Case 604,360,1.1,36,25,0
Case 605,360,1.1,37,25,0
Case 606,360,1.1,38,25,0
Case 607,360,1.1,39,25,0
Case 608,360,1.1,40,25,0
Case 609,360,1.2,25,25,0.9934
Case 610,360,1.2,26,25,0.9933
Case 611,360,1.2,27,25,0.9932
Case 612,360,1.2,28,25,0.9931
Case 614,360,1.2,30,25,0
Case 615,360,1.2,31,25,0
Case 616,360,1.2,32,25,0
Case 617,360,1.2,33,25,0
Case 618,360,1.2,34,25,0
Case 619,360,1.2,35,25,0
Case 620,360,1.2,36,25,0
Case 621,360,1.2,37,25,0
Case 622,360,1.2,38,25,0
Case 623,360,1.2,39,25,0
Case 624,360,1.2,40,25,0
Case 625,360,1.3,25,25,0.9934
Case 626,360,1.3,26,25,0.9933
Case 627,360,1.3,27,25,0.9932
Case 628,360,1.3,28,25,0.9931
Case 630,360,1.3,30,25,0
Case 631,360,1.3,31,25,0
Case 632,360,1.3,32,25,0
Case 633,360,1.3,33,25,0
Case 634,360,1.3,34,25,0
Case 635,360,1.3,35,25,0
Case 636,360,1.3,36,25,0
Case 637,360,1.3,37,25,0
Case 638,360,1.3,38,25,0
Case 639,360,1.3,39,25,0
Case 640,360,1.3,40,25,0
Case 641,360,1.4,25,25,0.9934
Case 642,360,1.4,26,25,0.9933
Case 643,360,1.4,27,25,0.9932
Case 644,360,1.4,28,25,0.9931
Case 646,360,1.4,30,25,0
Case 647,360,1.4,31,25,0
Case 648,360,1.4,32,25,0
Case 649,360,1.4,33,25,0
Case 650,360,1.4,34,25,0
Case 651,360,1.4,35,25,0
Case 652,360,1.4,36,25,0
Case 653,360,1.4,37,25,0
Case 654,360,1.4,38,25,0
Case 655,360,1.4,39,25,0
Case 656,360,1.4,40,25,0
Case 657,360,1.5,25,25,0.9934
Case 658,360,1.5,26,25,0.9933
Case 659,360,1.5,27,25,0.9932
Case 660,360,1.5,28,25,0.9931
Case 662,360,1.5,30,25,0
Case 663,360,1.5,31,25,0
Case 664,360,1.5,32,25,0
Case 665,360,1.5,33,25,0
Case 666,360,1.5,34,25,0
Case 667,360,1.5,35,25,0
Case 668,360,1.5,36,25,0
Case 669,360,1.5,37,25,0
Case 670,360,1.5,38,25,0
Case 671,360,1.5,39,25,0
Case 672,360,1.5,40,25,0
Case 673,370,1,25,25,0.9931
Case 674,370,1,26,25,0.993
Case 675,370,1,27,25,0.9929
Case 676,370,1,28,25,0.9928
Case 678,370,1,30,25,0
Case 679,370,1,31,25,0
Case 680,370,1,32,25,0
Case 681,370,1,33,25,0
Case 682,370,1,34,25,0
Case 683,370,1,35,25,0
Case 684,370,1,36,25,0
Case 685,370,1,37,25,0
Case 686,370,1,38,25,0
Case 687,370,1,39,25,0
Case 688,370,1,40,25,0
Case 689,370,1.1,25,25,0.9931
Case 690,370,1.1,26,25,0.993
Case 691,370,1.1,27,25,0.9929
Case 692,370,1.1,28,25,0.9928
Case 694,370,1.1,30,25,0
Case 695,370,1.1,31,25,0
Case 696,370,1.1,32,25,0
Case 697,370,1.1,33,25,0
Case 698,370,1.1,34,25,0
Case 699,370,1.1,35,25,0
Case 700,370,1.1,36,25,0
Case 701,370,1.1,37,25,0
Case 702,370,1.1,38,25,0
Case 703,370,1.1,39,25,0
Case 704,370,1.1,40,25,0
Case 705,370,1.2,25,25,0.9931
Case 706,370,1.2,26,25,0.993
Case 707,370,1.2,27,25,0.9929
Case 708,370,1.2,28,25,0.9928
Case 710,370,1.2,30,25,0
Case 711,370,1.2,31,25,0
Case 712,370,1.2,32,25,0
Case 713,370,1.2,33,25,0
Case 714,370,1.2,34,25,0
Case 715,370,1.2,35,25,0
Case 716,370,1.2,36,25,0
Case 717,370,1.2,37,25,0
Case 718,370,1.2,38,25,0
Case 719,370,1.2,39,25,0
Case 720,370,1.2,40,25,0
Case 721,370,1.3,25,25,0.9931
Case 722,370,1.3,26,25,0.993
Case 723,370,1.3,27,25,0.9929
Case 724,370,1.3,28,25,0.9928
Case 726,370,1.3,30,25,0
Case 727,370,1.3,31,25,0
Case 728,370,1.3,32,25,0
Case 729,370,1.3,33,25,0
Case 730,370,1.3,34,25,0
Case 731,370,1.3,35,25,0
Case 732,370,1.3,36,25,0
Case 733,370,1.3,37,25,0
Case 734,370,1.3,38,25,0
Case 735,370,1.3,39,25,0
Case 736,370,1.3,40,25,0
Case 737,370,1.4,25,25,0.9931
Case 738,370,1.4,26,25,0.993
Case 739,370,1.4,27,25,0.9929
Case 740,370,1.4,28,25,0.9928
Case 742,370,1.4,30,25,0
Case 743,370,1.4,31,25,0
Case 744,370,1.4,32,25,0
Case 745,370,1.4,33,25,0
Case 746,370,1.4,34,25,0
Case 747,370,1.4,35,25,0
Case 748,370,1.4,36,25,0
Case 749,370,1.4,37,25,0
Case 750,370,1.4,38,25,0
Case 751,370,1.4,39,25,0
Case 752,370,1.4,40,25,0
Case 753,370,1.5,25,25,0.9931
Case 754,370,1.5,26,25,0.993
Case 755,370,1.5,27,25,0.9929
Case 756,370,1.5,28,25,0.9928
Case 758,370,1.5,30,25,0
Case 759,370,1.5,31,25,0
Case 760,370,1.5,32,25,0
Case 761,370,1.5,33,25,0
Case 762,370,1.5,34,25,0
Case 763,370,1.5,35,25,0
Case 764,370,1.5,36,25,0
Case 765,370,1.5,37,25,0
Case 766,370,1.5,38,25,0
Case 767,370,1.5,39,25,0
Case 768,370,1.5,40,25,0
Case 769,380,1,25,25,0.9929
Case 770,380,1,26,25,0.9928
Case 771,380,1,27,25,0.9926
Case 772,380,1,28,25,0.9925
Case 773,380,1,29,25,0.9924
Case 775,380,1,31,25,0
Case 776,380,1,32,25,0
Case 777,380,1,33,25,0
Case 778,380,1,34,25,0
Case 779,380,1,35,25,0
Case 780,380,1,36,25,0
Case 781,380,1,37,25,0
Case 782,380,1,38,25,0
Case 783,380,1,39,25,0
Case 784,380,1,40,25,0
Case 785,380,1.1,25,25,0.9929
Case 786,380,1.1,26,25,0.9928
Case 787,380,1.1,27,25,0.9926
Case 788,380,1.1,28,25,0.9925
Case 789,380,1.1,29,25,0.9924
Case 791,380,1.1,31,25,0
Case 792,380,1.1,32,25,0
Case 793,380,1.1,33,25,0
Case 794,380,1.1,34,25,0
Case 795,380,1.1,35,25,0
Case 796,380,1.1,36,25,0
Case 797,380,1.1,37,25,0
Case 798,380,1.1,38,25,0
Case 799,380,1.1,39,25,0
Case 800,380,1.1,40,25,0
Case 801,380,1.2,25,25,0.9929
Case 802,380,1.2,26,25,0.9928
Case 803,380,1.2,27,25,0.9926
Case 804,380,1.2,28,25,0.9925
Case 805,380,1.2,29,25,0.9924
Case 807,380,1.2,31,25,0
Case 808,380,1.2,32,25,0
Case 809,380,1.2,33,25,0
Case 810,380,1.2,34,25,0
Case 811,380,1.2,35,25,0
Case 812,380,1.2,36,25,0
Case 813,380,1.2,37,25,0
Case 814,380,1.2,38,25,0
Case 815,380,1.2,39,25,0
Case 816,380,1.2,40,25,0
Case 817,380,1.3,25,25,0.9929
Case 818,380,1.3,26,25,0.9928
Case 819,380,1.3,27,25,0.9926
Case 820,380,1.3,28,25,0.9925
Case 821,380,1.3,29,25,0.9924
Case 823,380,1.3,31,25,0
Case 824,380,1.3,32,25,0
Case 825,380,1.3,33,25,0
Case 826,380,1.3,34,25,0
Case 827,380,1.3,35,25,0
Case 828,380,1.3,36,25,0
Case 829,380,1.3,37,25,0
Case 830,380,1.3,38,25,0
Case 831,380,1.3,39,25,0
Case 832,380,1.3,40,25,0
Case 833,380,1.4,25,25,0.9929
Case 834,380,1.4,26,25,0.9928
Case 835,380,1.4,27,25,0.9926
Case 836,380,1.4,28,25,0.9925
Case 837,380,1.4,29,25,0.9924
Case 839,380,1.4,31,25,0
Case 840,380,1.4,32,25,0
Case 841,380,1.4,33,25,0
Case 842,380,1.4,34,25,0
Case 843,380,1.4,35,25,0
Case 844,380,1.4,36,25,0
Case 845,380,1.4,37,25,0
Case 846,380,1.4,38,25,0
Case 847,380,1.4,39,25,0
Case 848,380,1.4,40,25,0
Case 849,380,1.5,25,25,0.9929
Case 850,380,1.5,26,25,0.9928
Case 851,380,1.5,27,25,0.9927
Case 852,380,1.5,28,25,0.9925
Case 853,380,1.5,29,25,0.9924
Case 855,380,1.5,31,25,0
Case 856,380,1.5,32,25,0
Case 857,380,1.5,33,25,0
Case 858,380,1.5,34,25,0
Case 859,380,1.5,35,25,0
Case 860,380,1.5,36,25,0
Case 861,380,1.5,37,25,0
Case 862,380,1.5,38,25,0
Case 863,380,1.5,39,25,0
Case 864,380,1.5,40,25,0
Case 865,390,1,25,25,0.9926
Case 866,390,1,26,25,0.9925
Case 867,390,1,27,25,0.9923
Case 868,390,1,28,25,0.9922
Case 869,390,1,29,25,0.9921
Case 871,390,1,31,25,0
Case 872,390,1,32,25,0
Case 873,390,1,33,25,0
Case 874,390,1,34,25,0
Case 875,390,1,35,25,0
Case 876,390,1,36,25,0
